LocationType,Location,TimeFrame,DataFormat,Data
County,Hocking,2017,Rate,7.46862
County,Holmes,2001,Number,12
County,Holmes,2002,Number,22
County,Holmes,2003,Number,29
County,Holmes,2004,Number,29
County,Holmes,2005,Number,34
County,Holmes,2006,Number,29
County,Holmes,2008,Number,40
County,Holmes,2007,Number,39
County,Holmes,2009,Number,35
County,Holmes,2010,Number,34
County,Holmes,2011,Number,31
County,Holmes,2012,Number,43
County,Holmes,2012,Rate,3
County,Holmes,2013,Number,63
County,Holmes,2013,Rate,4.3
County,Holmes,2014,Number,43
County,Holmes,2014,Rate,2.9
County,Holmes,2016,Number,29
County,Holmes,2016,Rate,2.04441
County,Holmes,2015,Number,34
County,Holmes,2015,Rate,2.4
County,Holmes,2017,Number,32
County,Holmes,2017,Rate,2.29358
County,Huron,2001,Number,116
County,Huron,2002,Number,114
County,Huron,2003,Number,121
County,Huron,2004,Number,129
County,Huron,2005,Number,116
County,Huron,2006,Number,112
County,Huron,2008,Number,82
County,Huron,2007,Number,107
County,Huron,2009,Number,44
County,Huron,2010,Number,33
County,Huron,2011,Number,38
County,Huron,2012,Number,30
County,Huron,2012,Rate,2
County,Huron,2013,Number,40
County,Huron,2013,Rate,2.7
County,Huron,2014,Number,53
County,Huron,2014,Rate,3.7
County,Huron,2016,Number,32
County,Huron,2016,Rate,2.26581
County,Huron,2015,Number,45
County,Huron,2015,Rate,3.1
County,Huron,2017,Number,26
County,Huron,2017,Rate,1.82931
County,Jackson,2001,Number,46
County,Jackson,2002,Number,57
County,Jackson,2003,Number,49
County,Jackson,2004,Number,50
County,Jackson,2005,Number,47
County,Jackson,2006,Number,51
County,Jackson,2008,Number,71
County,Jackson,2007,Number,68
County,Jackson,2009,Number,66
County,Jackson,2010,Number,41
County,Jackson,2011,Number,45
County,Jackson,2012,Number,53
County,Jackson,2012,Rate,6.6
County,Jackson,2013,Number,52
County,Jackson,2013,Rate,6.6
County,Jackson,2014,Number,45
County,Jackson,2014,Rate,5.7
County,Jackson,2016,Number,72
County,Jackson,2016,Rate,9.3361
County,Jackson,2015,Number,64
County,Jackson,2015,Rate,8.2
County,Jackson,2017,Number,60
County,Jackson,2017,Rate,7.75595
County,Jefferson,2001,Number,200
County,Jefferson,2002,Number,222
County,Jefferson,2003,Number,224
County,Jefferson,2004,Number,196
County,Jefferson,2005,Number,170
County,Jefferson,2006,Number,170
County,Jefferson,2008,Number,131
County,Jefferson,2007,Number,146
County,Jefferson,2009,Number,132
County,Jefferson,2010,Number,131
County,Jefferson,2011,Number,120
County,Jefferson,2012,Number,124
County,Jefferson,2012,Rate,9.2
County,Jefferson,2013,Number,130
County,Jefferson,2013,Rate,9.8
County,Jefferson,2014,Number,115
County,Jefferson,2014,Rate,8.7
County,Jefferson,2016,Number,128
County,Jefferson,2016,Rate,9.78743
County,Jefferson,2015,Number,117
County,Jefferson,2015,Rate,8.9
County,Jefferson,2017,Number,112
County,Jefferson,2017,Rate,8.7275
County,Knox,2001,Number,57
County,Knox,2002,Number,55
County,Knox,2003,Number,48
County,Knox,2004,Number,39
County,Knox,2005,Number,36
County,Knox,2006,Number,27
County,Knox,2008,Number,28
County,Knox,2007,Number,27
County,Knox,2009,Number,22
County,Knox,2010,Number,26
County,Knox,2011,Number,24
County,Knox,2012,Number,36
County,Knox,2012,Rate,2.5
County,Knox,2013,Number,28
County,Knox,2013,Rate,2
County,Knox,2014,Number,46
County,Knox,2014,Rate,3.2
County,Knox,2016,Number,114
County,Knox,2016,Rate,8.20734
County,Knox,2015,Number,43
County,Knox,2015,Rate,3
County,Knox,2017,Number,150
County,Knox,2017,Rate,10.74037
County,Lake,2001,Number,175
County,Lake,2002,Number,169
County,Lake,2003,Number,185
County,Lake,2004,Number,176
County,Lake,2005,Number,171
County,Lake,2006,Number,157
County,Lake,2008,Number,118
County,Lake,2007,Number,153
County,Lake,2009,Number,104
County,Lake,2010,Number,104
County,Lake,2011,Number,109
County,Lake,2012,Number,131
County,Lake,2012,Rate,2.7
County,Lake,2013,Number,139
County,Lake,2013,Rate,2.8
County,Lake,2014,Number,124
County,Lake,2014,Rate,2.6
County,Lake,2016,Number,139
County,Lake,2016,Rate,2.98456
County,Lake,2015,Number,124
County,Lake,2015,Rate,2.6
County,Lake,2017,Number,152
County,Lake,2017,Rate,3.25294
County,Lawrence,2001,Number,151
County,Lawrence,2002,Number,169
County,Lawrence,2003,Number,137
County,Lawrence,2004,Number,135
County,Lawrence,2005,Number,129
County,Lawrence,2006,Number,128
County,Lawrence,2008,Number,128
County,Lawrence,2007,Number,137
County,Lawrence,2009,Number,130
County,Lawrence,2010,Number,89
County,Lawrence,2011,Number,65
County,Lawrence,2012,Number,59
County,Lawrence,2012,Rate,4.1
County,Lawrence,2013,Number,52
County,Lawrence,2013,Rate,3.7
County,Lawrence,2014,Number,43
County,Lawrence,2014,Rate,3.1
County,Lawrence,2016,Number,84
County,Lawrence,2016,Rate,6.25372
County,Lawrence,2015,Number,62
County,Lawrence,2015,Rate,4.6
County,Lawrence,2017,Number,98
County,Lawrence,2017,Rate,7.42424
County,Licking,2001,Number,365
County,Licking,2002,Number,447
County,Licking,2003,Number,480
County,Licking,2004,Number,461
County,Licking,2005,Number,455
County,Licking,2006,Number,419
County,Licking,2008,Number,511
County,Licking,2007,Number,461
County,Licking,2009,Number,478
County,Licking,2010,Number,481
County,Licking,2011,Number,479
County,Licking,2012,Number,471
County,Licking,2012,Rate,11.7
County,Licking,2013,Number,511
County,Licking,2013,Rate,12.7
County,Licking,2014,Number,567
County,Licking,2014,Rate,14.1
County,Licking,2016,Number,551
County,Licking,2016,Rate,13.62445
County,Licking,2015,Number,569
County,Licking,2015,Rate,14.1
County,Licking,2017,Number,677
County,Licking,2017,Rate,16.78443
County,Logan,2001,Number,51
County,Logan,2002,Number,59
County,Logan,2003,Number,57
County,Logan,2004,Number,47
County,Logan,2005,Number,48
County,Logan,2006,Number,29
County,Logan,2008,Number,25
County,Logan,2007,Number,24
County,Logan,2009,Number,15
County,Logan,2010,Number,23
County,Logan,2011,Number,39
County,Logan,2012,Number,42
County,Logan,2012,Rate,3.8
County,Logan,2013,Number,40
County,Logan,2013,Rate,3.6
County,Logan,2014,Number,41
County,Logan,2014,Rate,3.7
County,Logan,2016,Number,65
County,Logan,2016,Rate,6.10386
County,Logan,2015,Number,48
County,Logan,2015,Rate,4.4
County,Logan,2017,Number,85
County,Logan,2017,Rate,8.06146
County,Lorain,2001,Number,496
County,Lorain,2002,Number,394
County,Lorain,2003,Number,315
County,Lorain,2004,Number,274
County,Lorain,2005,Number,262
County,Lorain,2006,Number,275
County,Lorain,2008,Number,178
County,Lorain,2007,Number,230
County,Lorain,2009,Number,189
County,Lorain,2010,Number,211
County,Lorain,2011,Number,236
County,Lorain,2012,Number,287
County,Lorain,2012,Rate,4.1
County,Lorain,2013,Number,290
County,Lorain,2013,Rate,4.2
County,Lorain,2014,Number,275
County,Lorain,2014,Rate,4
County,Lorain,2016,Number,233
County,Lorain,2016,Rate,3.38628
County,Lorain,2015,Number,236
County,Lorain,2015,Rate,3.4
County,Lorain,2017,Number,234
County,Lorain,2017,Rate,3.41118
County,Lucas,2001,Number,1337
County,Lucas,2002,Number,1445
County,Lucas,2003,Number,1385
County,Lucas,2004,Number,1378
County,Lucas,2005,Number,1454
County,Lucas,2006,Number,1555
County,Lucas,2008,Number,1764
County,Lucas,2007,Number,2425
County,Lucas,2009,Number,1165
County,Lucas,2010,Number,858
County,Lucas,2011,Number,848
County,Lucas,2012,Number,938
County,Lucas,2012,Rate,9.2
County,Lucas,2013,Number,1026
County,Lucas,2013,Rate,10.1
County,Lucas,2014,Number,972
County,Lucas,2014,Rate,9.6
County,Lucas,2016,Number,1142
County,Lucas,2016,Rate,11.42148
County,Lucas,2015,Number,986
County,Lucas,2015,Rate,9.8
County,Lucas,2017,Number,1373
County,Lucas,2017,Rate,13.79816
County,Madison,2001,Number,53
County,Madison,2002,Number,44
County,Madison,2003,Number,39
County,Madison,2004,Number,50
County,Madison,2005,Number,49
County,Madison,2006,Number,50
County,Madison,2008,Number,53
County,Madison,2007,Number,49
County,Madison,2009,Number,53
County,Madison,2010,Number,38
County,Madison,2011,Number,31
County,Madison,2012,Number,38
County,Madison,2012,Rate,4
County,Madison,2013,Number,46
County,Madison,2013,Rate,5
County,Madison,2014,Number,32
County,Madison,2014,Rate,3.4
County,Madison,2016,Number,35
County,Madison,2016,Rate,3.84446
County,Madison,2015,Number,26
County,Madison,2015,Rate,2.8
County,Madison,2017,Number,35
County,Madison,2017,Rate,3.86058
County,Mahoning,2001,Number,319
County,Mahoning,2002,Number,275
County,Mahoning,2003,Number,279
County,Mahoning,2004,Number,353
County,Mahoning,2005,Number,353
County,Mahoning,2006,Number,363
County,Mahoning,2008,Number,380
County,Mahoning,2007,Number,356
County,Mahoning,2009,Number,394
County,Mahoning,2010,Number,359
County,Mahoning,2011,Number,325
County,Mahoning,2012,Number,315
County,Mahoning,2012,Rate,6.4
County,Mahoning,2013,Number,344
County,Mahoning,2013,Rate,7.1
County,Mahoning,2014,Number,285
County,Mahoning,2014,Rate,6
County,Mahoning,2016,Number,274
County,Mahoning,2016,Rate,5.87114
County,Mahoning,2015,Number,289
County,Mahoning,2015,Rate,6.1
County,Mahoning,2017,Number,322
County,Mahoning,2017,Rate,6.97287
County,Marion,2001,Number,107
County,Marion,2002,Number,81
County,Marion,2003,Number,74
County,Marion,2004,Number,71
County,Marion,2005,Number,53
County,Marion,2006,Number,65
County,Marion,2008,Number,82
County,Marion,2007,Number,65
County,Marion,2009,Number,74
County,Marion,2010,Number,91
County,Marion,2011,Number,80
County,Marion,2012,Number,72
County,Marion,2012,Rate,5.1
County,Marion,2013,Number,90
County,Marion,2013,Rate,6.5
County,Marion,2014,Number,88
County,Marion,2014,Rate,6.3
County,Marion,2016,Number,112
County,Marion,2016,Rate,8.24196
County,Marion,2015,Number,103
County,Marion,2015,Rate,7.5
County,Marion,2017,Number,126
County,Marion,2017,Rate,9.32022
County,Medina,2001,Number,107
County,Medina,2002,Number,91
County,Medina,2003,Number,113
County,Medina,2004,Number,80
County,Medina,2005,Number,92
County,Medina,2006,Number,110
County,Medina,2008,Number,81
County,Medina,2007,Number,89
County,Medina,2009,Number,82
County,Medina,2010,Number,74
County,Medina,2011,Number,81
County,Medina,2012,Number,91
County,Medina,2012,Rate,2.2
County,Medina,2013,Number,92
County,Medina,2013,Rate,2.2
County,Medina,2014,Number,91
County,Medina,2014,Rate,2.2
County,Medina,2016,Number,138
County,Medina,2016,Rate,3.39617
County,Medina,2015,Number,108
County,Medina,2015,Rate,2.6
County,Medina,2017,Number,161
County,Medina,2017,Rate,3.98584
County,Meigs,2001,Number,40
County,Meigs,2002,Number,38
County,Meigs,2003,Number,33
County,Meigs,2004,Number,39
County,Meigs,2005,Number,28
County,Meigs,2006,Number,25
County,Meigs,2008,Number,45
County,Meigs,2007,Number,37
County,Meigs,2009,Number,58
County,Meigs,2010,Number,57
County,Meigs,2011,Number,57
County,Meigs,2012,Number,50
County,Meigs,2012,Rate,9.6
County,Meigs,2013,Number,76
County,Meigs,2013,Rate,14.5
County,Meigs,2014,Number,66
County,Meigs,2014,Rate,13
County,Meigs,2016,Number,52
County,Meigs,2016,Rate,10.46278
County,Meigs,2015,Number,47
County,Meigs,2015,Rate,9.4
County,Meigs,2017,Number,53
County,Meigs,2017,Rate,10.68333
County,Mercer,2001,Number,38
County,Mercer,2002,Number,44
County,Mercer,2003,Number,32
County,Mercer,2004,Number,44
County,Mercer,2005,Number,36
County,Mercer,2006,Number,52
County,Mercer,2008,Number,38
County,Mercer,2007,Number,40
County,Mercer,2009,Number,39
County,Mercer,2010,Number,50
County,Mercer,2011,Number,47
County,Mercer,2012,Number,54
County,Mercer,2012,Rate,5.2
County,Mercer,2013,Number,54
County,Mercer,2013,Rate,5.2
County,Mercer,2014,Number,53
County,Mercer,2014,Rate,5.1
County,Mercer,2016,Number,65
County,Mercer,2016,Rate,6.2488
County,Mercer,2015,Number,52
County,Mercer,2015,Rate,5
County,Mercer,2017,Number,93
County,Mercer,2017,Rate,8.88592
County,Miami,2001,Number,224
County,Miami,2002,Number,211
County,Miami,2003,Number,152
County,Miami,2004,Number,137
County,Miami,2005,Number,138
County,Miami,2006,Number,133
County,Miami,2008,Number,140
County,Miami,2007,Number,148
County,Miami,2009,Number,99
County,Miami,2010,Number,70
County,Miami,2011,Number,75
County,Miami,2012,Number,86
County,Miami,2012,Rate,3.5
County,Miami,2013,Number,78
County,Miami,2013,Rate,3.2
County,Miami,2014,Number,82
County,Miami,2014,Rate,3.4
County,Miami,2016,Number,103
County,Miami,2016,Rate,4.2735
County,Miami,2015,Number,79
County,Miami,2015,Rate,3.3
County,Miami,2017,Number,64
County,Miami,2017,Rate,2.6382
County,Monroe,2001,Number,26
County,Monroe,2002,Number,26
County,Monroe,2003,Number,23
County,Monroe,2004,Number,24
County,Monroe,2005,Number,25
County,Monroe,2006,Number,40
County,Monroe,2008,Number,32
County,Monroe,2007,Number,47
County,Monroe,2009,Number,25
County,Monroe,2010,Number,17
County,Monroe,2011,Number,18
County,Monroe,2012,Number,14
County,Monroe,2012,Rate,4.6
County,Monroe,2013,Number,9
County,Monroe,2013,Rate,3
County,Monroe,2014,Number,10
County,Monroe,2014,Rate,3.3
County,Monroe,2016,Number,23
County,Monroe,2016,Rate,7.79925
County,Monroe,2015,Number,14
County,Monroe,2015,Rate,4.7
County,Monroe,2017,Number,24
County,Monroe,2017,Rate,8.35364
County,Montgomery,2001,Number,2014
County,Montgomery,2002,Number,1880
County,Montgomery,2003,Number,1739
County,Montgomery,2004,Number,1645
County,Montgomery,2005,Number,1552
County,Montgomery,2006,Number,1435
County,Montgomery,2008,Number,1273
County,Montgomery,2007,Number,1266
County,Montgomery,2009,Number,1410
County,Montgomery,2010,Number,1268
County,Montgomery,2011,Number,1203
County,Montgomery,2012,Number,1147
County,Montgomery,2012,Rate,9.5
County,Montgomery,2013,Number,1156
County,Montgomery,2013,Rate,9.6
County,Montgomery,2014,Number,1131
County,Montgomery,2014,Rate,9.4
County,Montgomery,2016,Number,1033
County,Montgomery,2016,Rate,8.73979
County,Montgomery,2015,Number,1034
County,Montgomery,2015,Rate,8.7
County,Montgomery,2017,Number,1072
County,Montgomery,2017,Rate,9.08359
County,Morgan,2001,Number,21
County,Morgan,2002,Number,18
County,Morgan,2003,Number,20
County,Morgan,2004,Number,26
County,Morgan,2005,Number,22
County,Morgan,2006,Number,29
County,Morgan,2008,Number,15
County,Morgan,2007,Number,21
County,Morgan,2009,Number,11
County,Morgan,2010,Number,13
County,Morgan,2011,Number,10
County,Morgan,2012,Number,13
County,Morgan,2012,Rate,3.9
County,Morgan,2013,Number,19
County,Morgan,2013,Rate,5.8
County,Morgan,2014,Number,19
County,Morgan,2014,Rate,5.9
County,Morgan,2016,Number,27
County,Morgan,2016,Rate,8.5389
County,Morgan,2015,Number,23
County,Morgan,2015,Rate,7.3
County,Morgan,2017,Number,24
County,Morgan,2017,Rate,7.74943
County,Morrow,2001,Number,58
County,Morrow,2002,Number,42
County,Morrow,2003,Number,33
County,Morrow,2004,Number,25
County,Morrow,2005,Number,32
County,Morrow,2006,Number,31
County,Morrow,2008,Number,26
County,Morrow,2007,Number,29
County,Morrow,2009,Number,25
County,Morrow,2010,Number,19
County,Morrow,2011,Number,25
County,Morrow,2012,Number,44
County,Morrow,2012,Rate,5.1
County,Morrow,2013,Number,44
County,Morrow,2013,Rate,5.1
County,Morrow,2014,Number,40
County,Morrow,2014,Rate,4.7
County,Morrow,2016,Number,39
County,Morrow,2016,Rate,4.66507
County,Morrow,2015,Number,36
County,Morrow,2015,Rate,4.3
County,Morrow,2017,Number,65
County,Morrow,2017,Rate,7.7
County,Muskingum,2001,Number,164
County,Muskingum,2002,Number,187
County,Muskingum,2003,Number,194
County,Muskingum,2004,Number,234
County,Muskingum,2005,Number,210
County,Muskingum,2006,Number,192
County,Muskingum,2008,Number,290
County,Muskingum,2007,Number,324
County,Muskingum,2009,Number,252
County,Muskingum,2010,Number,138
County,Muskingum,2011,Number,201
County,Muskingum,2012,Number,167
County,Muskingum,2012,Rate,8.3
County,Muskingum,2013,Number,164
County,Muskingum,2013,Rate,8.2
County,Muskingum,2014,Number,211
County,Muskingum,2014,Rate,10.6
County,Muskingum,2016,Number,226
County,Muskingum,2016,Rate,11.45348
County,Muskingum,2015,Number,217
County,Muskingum,2015,Rate,10.9
County,Muskingum,2017,Number,344
County,Muskingum,2017,Rate,17.5
County,Noble,2001,Number,6
County,Noble,2002,Number,6
County,Noble,2003,Number,18
County,Noble,2004,Number,15
County,Noble,2005,Number,9
County,Noble,2006,Number,4
County,Noble,2008,Number,8
County,Noble,2007,Number,7
County,Noble,2009,Number,20
County,Noble,2010,Number,28
County,Noble,2011,Number,28
County,Noble,2012,Number,19
County,Noble,2012,Rate,7
County,Noble,2013,Number,6
County,Noble,2013,Rate,2.2
County,Noble,2014,Number,13
County,Noble,2014,Rate,5
County,Noble,2016,Number,31
County,Noble,2016,Rate,11.64101
County,Noble,2015,Number,20
County,Noble,2015,Rate,7.6
County,Noble,2017,Number,52
County,Noble,2017,Rate,19.53418
County,Ottawa,2001,Number,20
County,Ottawa,2002,Number,25
County,Ottawa,2003,Number,24
County,Ottawa,2004,Number,21
County,Ottawa,2005,Number,28
County,Ottawa,2006,Number,33
County,Ottawa,2008,Number,35
County,Ottawa,2007,Number,33
County,Ottawa,2009,Number,38
County,Ottawa,2010,Number,40
County,Ottawa,2011,Number,48
County,Ottawa,2012,Number,36
County,Ottawa,2012,Rate,4.4
County,Ottawa,2013,Number,40
County,Ottawa,2013,Rate,4.9
County,Ottawa,2014,Number,43
County,Ottawa,2014,Rate,5.3
County,Ottawa,2016,Number,52
County,Ottawa,2016,Rate,6.79561
County,Ottawa,2015,Number,46
County,Ottawa,2015,Rate,5.9
County,Ottawa,2017,Number,38
County,Ottawa,2017,Rate,4.95825
County,Paulding,2001,Number,42
County,Paulding,2002,Number,34
County,Paulding,2003,Number,27
County,Paulding,2004,Number,28
County,Paulding,2005,Number,27
County,Paulding,2006,Number,25
County,Paulding,2008,Number,25
County,Paulding,2007,Number,26
County,Paulding,2009,Number,22
County,Paulding,2010,Number,14
County,Paulding,2011,Number,18
County,Paulding,2012,Number,30
County,Paulding,2012,Rate,6.4
County,Paulding,2013,Number,28
County,Paulding,2013,Rate,6
County,Paulding,2014,Number,30
County,Paulding,2014,Rate,6.6
County,Paulding,2016,Number,20
County,Paulding,2016,Rate,4.48833
County,Paulding,2015,Number,18
County,Paulding,2015,Rate,4
County,Paulding,2017,Number,12
County,Paulding,2017,Rate,2.67797
County,Perry,2001,Number,99
County,Perry,2002,Number,118
County,Perry,2003,Number,92
County,Perry,2004,Number,96
County,Perry,2005,Number,126
County,Perry,2006,Number,115
County,Perry,2008,Number,62
County,Perry,2007,Number,80
County,Perry,2009,Number,68
County,Perry,2010,Number,96
County,Perry,2011,Number,112
County,Perry,2012,Number,120
County,Perry,2012,Rate,13.3
County,Perry,2013,Number,167
County,Perry,2013,Rate,18.8
County,Perry,2014,Number,177
County,Perry,2014,Rate,20.4
County,Perry,2016,Number,113
County,Perry,2016,Rate,13.12427
County,Perry,2015,Number,131
County,Perry,2015,Rate,15.1
County,Perry,2017,Number,108
County,Perry,2017,Rate,12.60799
County,Pickaway,2001,Number,36
County,Pickaway,2002,Number,50
County,Pickaway,2003,Number,49
County,Pickaway,2004,Number,39
County,Pickaway,2005,Number,42
County,Pickaway,2006,Number,39
County,Pickaway,2008,Number,40
County,Pickaway,2007,Number,37
County,Pickaway,2009,Number,41
County,Pickaway,2010,Number,37
County,Pickaway,2011,Number,27
County,Pickaway,2012,Number,26
County,Pickaway,2012,Rate,2
County,Pickaway,2013,Number,37
County,Pickaway,2013,Rate,2.9
County,Pickaway,2014,Number,48
County,Pickaway,2014,Rate,3.8
County,Pickaway,2016,Number,68
County,Pickaway,2016,Rate,5.41229
County,Pickaway,2015,Number,64
County,Pickaway,2015,Rate,5.1
County,Pickaway,2017,Number,68
County,Pickaway,2017,Rate,5.44566
County,Pike,2001,Number,44
County,Pike,2002,Number,48
County,Pike,2003,Number,58
County,Pike,2004,Number,90
County,Pike,2005,Number,89
County,Pike,2006,Number,70
County,Pike,2008,Number,61
County,Pike,2007,Number,62
County,Pike,2009,Number,60
County,Pike,2010,Number,44
County,Pike,2011,Number,42
County,Pike,2012,Number,59
County,Pike,2012,Rate,8.5
County,Pike,2013,Number,59
County,Pike,2013,Rate,8.7
County,Pike,2014,Number,63
County,Pike,2014,Rate,9.3
County,Pike,2016,Number,81
County,Pike,2016,Rate,11.94338
County,Pike,2015,Number,84
County,Pike,2015,Rate,12.4
County,Pike,2017,Number,88
County,Pike,2017,Rate,13.10304
County,Portage,2001,Number,277
County,Portage,2002,Number,263
County,Portage,2003,Number,296
County,Portage,2004,Number,278
County,Portage,2005,Number,254
County,Portage,2006,Number,226
County,Portage,2008,Number,230
County,Portage,2007,Number,212
County,Portage,2009,Number,225
County,Portage,2010,Number,196
County,Portage,2011,Number,218
County,Portage,2012,Number,220
County,Portage,2012,Rate,6.9
County,Portage,2013,Number,249
County,Portage,2013,Rate,7.9
County,Portage,2014,Number,294
County,Portage,2014,Rate,9.4
County,Portage,2016,Number,313
County,Portage,2016,Rate,10.20441
County,Portage,2015,Number,328
County,Portage,2015,Rate,10.5
County,Portage,2017,Number,400
County,Portage,2017,Rate,13.01914
County,Preble,2001,Number,170
County,Preble,2002,Number,119
County,Preble,2003,Number,104
County,Preble,2004,Number,96
County,Preble,2005,Number,118
County,Preble,2006,Number,139
County,Preble,2008,Number,138
County,Preble,2007,Number,149
County,Preble,2009,Number,130
County,Preble,2010,Number,120
County,Preble,2011,Number,155
County,Preble,2012,Number,148
County,Preble,2012,Rate,15
County,Preble,2013,Number,158
County,Preble,2013,Rate,16.2
County,Preble,2014,Number,152
County,Preble,2014,Rate,15.6
County,Preble,2016,Number,155
County,Preble,2016,Rate,16.43168
County,Preble,2015,Number,166
County,Preble,2015,Rate,17.4
County,Preble,2017,Number,149
County,Preble,2017,Rate,16.01634
County,Putnam,2001,Number,16
County,Putnam,2002,Number,11
County,Putnam,2003,Number,14
County,Putnam,2004,Number,14
County,Putnam,2005,Number,10
County,Putnam,2006,Number,7
County,Putnam,2008,Number,12
County,Putnam,2007,Number,10
County,Putnam,2009,Number,7
County,Putnam,2010,Number,7
County,Putnam,2011,Number,5
County,Putnam,2012,Number,13
County,Putnam,2012,Rate,1.5
County,Putnam,2013,Number,11
County,Putnam,2013,Rate,1.3
County,Putnam,2014,Number,8
County,Putnam,2014,Rate,0.9
County,Putnam,2016,Number,11
County,Putnam,2016,Rate,1.25801
County,Putnam,2015,Number,13
County,Putnam,2015,Rate,1.5
County,Putnam,2017,Number,19
County,Putnam,2017,Rate,2.20086
County,Richland,2001,Number,440
County,Richland,2002,Number,356
County,Richland,2003,Number,259
County,Richland,2004,Number,211
County,Richland,2005,Number,185
County,Richland,2006,Number,161
County,Richland,2008,Number,126
County,Richland,2007,Number,136
County,Richland,2009,Number,102
County,Richland,2010,Number,94
County,Richland,2011,Number,96
County,Richland,2012,Number,106
County,Richland,2012,Rate,3.9
County,Richland,2013,Number,100
County,Richland,2013,Rate,3.7
County,Richland,2014,Number,97
County,Richland,2014,Rate,3.6
County,Richland,2016,Number,130
County,Richland,2016,Rate,4.96885
County,Richland,2015,Number,135
County,Richland,2015,Rate,5.1
County,Richland,2017,Number,153
County,Richland,2017,Rate,5.84014
County,Ross,2001,Number,268
County,Ross,2002,Number,289
County,Ross,2003,Number,268
County,Ross,2004,Number,205
County,Ross,2005,Number,200
County,Ross,2006,Number,177
County,Ross,2008,Number,178
County,Ross,2007,Number,177
County,Ross,2009,Number,224
County,Ross,2010,Number,154
County,Ross,2011,Number,205
County,Ross,2012,Number,161
County,Ross,2012,Rate,9.4
County,Ross,2013,Number,199
County,Ross,2013,Rate,11.6
County,Ross,2014,Number,212
County,Ross,2014,Rate,12.7
County,Ross,2016,Number,200
County,Ross,2016,Rate,12.09409
County,Ross,2015,Number,229
County,Ross,2015,Rate,13.7
County,Ross,2017,Number,241
County,Ross,2017,Rate,14.71756
County,Sandusky,2001,Number,141
County,Sandusky,2002,Number,123
County,Sandusky,2003,Number,112
County,Sandusky,2004,Number,77
County,Sandusky,2005,Number,67
County,Sandusky,2006,Number,67
County,Sandusky,2008,Number,46
County,Sandusky,2007,Number,56
County,Sandusky,2009,Number,39
County,Sandusky,2010,Number,33
County,Sandusky,2011,Number,38
County,Sandusky,2012,Number,35
County,Sandusky,2012,Rate,2.4
County,Sandusky,2013,Number,47
County,Sandusky,2013,Rate,3.3
County,Sandusky,2014,Number,62
County,Sandusky,2014,Rate,4.4
County,Sandusky,2016,Number,77
County,Sandusky,2016,Rate,5.6919
County,Sandusky,2015,Number,79
County,Sandusky,2015,Rate,5.8
County,Sandusky,2017,Number,66
County,Sandusky,2017,Rate,4.9056
County,Scioto,2001,Number,137
County,Scioto,2002,Number,147
County,Scioto,2003,Number,174
County,Scioto,2004,Number,222
County,Scioto,2005,Number,226
County,Scioto,2006,Number,231
County,Scioto,2008,Number,182
County,Scioto,2007,Number,172
County,Scioto,2009,Number,199
County,Scioto,2010,Number,197
County,Scioto,2011,Number,225
County,Scioto,2012,Number,226
County,Scioto,2012,Rate,12.9
County,Scioto,2013,Number,261
County,Scioto,2013,Rate,15.1
County,Scioto,2014,Number,240
County,Scioto,2014,Rate,14.1
County,Scioto,2016,Number,285
County,Scioto,2016,Rate,17.17281
County,Scioto,2015,Number,227
County,Scioto,2015,Rate,13.4
County,Scioto,2017,Number,378
County,Scioto,2017,Rate,23.0193
County,Seneca,2001,Number,82
County,Seneca,2002,Number,62
County,Seneca,2003,Number,95
County,Seneca,2004,Number,119
County,Seneca,2005,Number,108
County,Seneca,2006,Number,109
County,Seneca,2008,Number,97
County,Seneca,2007,Number,92
County,Seneca,2009,Number,65
County,Seneca,2010,Number,48
County,Seneca,2011,Number,35
County,Seneca,2012,Number,27
County,Seneca,2012,Rate,2.1
County,Seneca,2013,Number,23
County,Seneca,2013,Rate,1.8
County,Seneca,2014,Number,20
County,Seneca,2014,Rate,1.6
County,Seneca,2016,Number,14
County,Seneca,2016,Rate,1.13775
County,Seneca,2015,Number,19
County,Seneca,2015,Rate,1.5
County,Seneca,2017,Number,17
County,Seneca,2017,Rate,1.39287
County,Shelby,2001,Number,49
County,Shelby,2002,Number,50
County,Shelby,2003,Number,33
County,Shelby,2004,Number,37
County,Shelby,2005,Number,37
County,Shelby,2006,Number,40
County,Shelby,2008,Number,39
County,Shelby,2007,Number,38
County,Shelby,2009,Number,30
County,Shelby,2010,Number,22
County,Shelby,2011,Number,29
County,Shelby,2012,Number,28
County,Shelby,2012,Rate,2.1
County,Shelby,2013,Number,27
County,Shelby,2013,Rate,2.1
County,Shelby,2014,Number,23
County,Shelby,2014,Rate,1.8
County,Shelby,2016,Number,44
County,Shelby,2016,Rate,3.54467
County,Shelby,2015,Number,32
County,Shelby,2015,Rate,2.5
County,Shelby,2017,Number,41
County,Shelby,2017,Rate,3.33577
County,Stark,2001,Number,1384
County,Stark,2002,Number,1467
County,Stark,2003,Number,1462
County,Stark,2004,Number,1329
County,Stark,2005,Number,1363
County,Stark,2006,Number,1281
County,Stark,2008,Number,1025
County,Stark,2007,Number,1147
County,Stark,2009,Number,918
County,Stark,2010,Number,854
County,Stark,2011,Number,862
County,Stark,2012,Number,741
County,Stark,2012,Rate,8.9
County,Stark,2013,Number,713
County,Stark,2013,Rate,8.6
County,Stark,2014,Number,804
County,Stark,2014,Rate,9.8
County,Stark,2016,Number,633
