LocationType,Location,TimeFrame,DataFormat,Data
County,Stark,2016,Rate,7.79269
County,Stark,2015,Number,717
County,Stark,2015,Rate,8.8
County,Stark,2017,Number,671
County,Stark,2017,Rate,8.33364
County,Summit,2001,Number,2364
County,Summit,2002,Number,2562
County,Summit,2003,Number,2538
County,Summit,2004,Number,2461
County,Summit,2005,Number,2352
County,Summit,2006,Number,2391
County,Summit,2008,Number,1965
County,Summit,2007,Number,2149
County,Summit,2009,Number,1712
County,Summit,2010,Number,1583
County,Summit,2011,Number,1440
County,Summit,2012,Number,1289
County,Summit,2012,Rate,10.8
County,Summit,2013,Number,1213
County,Summit,2013,Rate,10.2
County,Summit,2014,Number,1270
County,Summit,2014,Rate,10.8
County,Summit,2016,Number,1460
County,Summit,2016,Rate,12.66734
County,Summit,2015,Number,1368
County,Summit,2015,Rate,11.7
County,Summit,2017,Number,1409
County,Summit,2017,Rate,12.34622
County,Trumbull,2001,Number,294
County,Trumbull,2002,Number,299
County,Trumbull,2003,Number,362
County,Trumbull,2004,Number,328
County,Trumbull,2005,Number,307
County,Trumbull,2006,Number,286
County,Trumbull,2008,Number,268
County,Trumbull,2007,Number,307
County,Trumbull,2009,Number,300
County,Trumbull,2010,Number,280
County,Trumbull,2011,Number,277
County,Trumbull,2012,Number,271
County,Trumbull,2012,Rate,6.1
County,Trumbull,2013,Number,245
County,Trumbull,2013,Rate,5.6
County,Trumbull,2014,Number,288
County,Trumbull,2014,Rate,6.7
County,Trumbull,2016,Number,266
County,Trumbull,2016,Rate,6.35072
County,Trumbull,2015,Number,320
County,Trumbull,2015,Rate,7.5
County,Trumbull,2017,Number,266
County,Trumbull,2017,Rate,6.45349
County,Tuscarawas,2001,Number,121
County,Tuscarawas,2002,Number,135
County,Tuscarawas,2003,Number,169
County,Tuscarawas,2004,Number,195
County,Tuscarawas,2005,Number,218
County,Tuscarawas,2006,Number,241
County,Tuscarawas,2008,Number,219
County,Tuscarawas,2007,Number,218
County,Tuscarawas,2009,Number,185
County,Tuscarawas,2010,Number,188
County,Tuscarawas,2011,Number,187
County,Tuscarawas,2012,Number,171
County,Tuscarawas,2012,Rate,8
County,Tuscarawas,2013,Number,168
County,Tuscarawas,2013,Rate,7.9
County,Tuscarawas,2014,Number,142
County,Tuscarawas,2014,Rate,6.7
County,Tuscarawas,2016,Number,169
County,Tuscarawas,2016,Rate,8.04149
County,Tuscarawas,2015,Number,162
County,Tuscarawas,2015,Rate,7.6
County,Tuscarawas,2017,Number,149
County,Tuscarawas,2017,Rate,7.03826
County,Union,2001,Number,92
County,Union,2002,Number,92
County,Union,2003,Number,68
County,Union,2004,Number,76
County,Union,2005,Number,71
County,Union,2006,Number,84
County,Union,2008,Number,92
County,Union,2007,Number,105
County,Union,2009,Number,87
County,Union,2010,Number,85
County,Union,2011,Number,90
County,Union,2012,Number,72
County,Union,2012,Rate,5.2
County,Union,2013,Number,80
County,Union,2013,Rate,5.8
County,Union,2014,Number,69
County,Union,2014,Rate,5
County,Union,2016,Number,80
County,Union,2016,Rate,5.79962
County,Union,2015,Number,76
County,Union,2015,Rate,5.6
County,Union,2017,Number,69
County,Union,2017,Rate,4.87564
County,Van Wert,2001,Number,18
County,Van Wert,2002,Number,16
County,Van Wert,2003,Number,11
County,Van Wert,2004,Number,14
County,Van Wert,2005,Number,12
County,Van Wert,2006,Number,19
County,Van Wert,2008,Number,7
County,Van Wert,2007,Number,16
County,Van Wert,2009,Number,6
County,Van Wert,2010,Number,2
County,Van Wert,2011,Number,14
County,Van Wert,2012,Number,10
County,Van Wert,2012,Rate,1.4
County,Van Wert,2013,Number,8
County,Van Wert,2013,Rate,1.2
County,Van Wert,2014,Number,9
County,Van Wert,2014,Rate,1.3
County,Van Wert,2016,Number,6
County,Van Wert,2016,Rate,0.90813
County,Van Wert,2015,Number,5
County,Van Wert,2015,Rate,0.7
County,Van Wert,2017,Number,12
County,Van Wert,2017,Rate,1.82593
County,Vinton,2001,Number,36
County,Vinton,2002,Number,38
County,Vinton,2003,Number,57
County,Vinton,2004,Number,60
County,Vinton,2005,Number,58
County,Vinton,2006,Number,58
County,Vinton,2008,Number,54
County,Vinton,2007,Number,39
County,Vinton,2009,Number,38
County,Vinton,2010,Number,37
County,Vinton,2011,Number,51
County,Vinton,2012,Number,49
County,Vinton,2012,Rate,15.7
County,Vinton,2013,Number,64
County,Vinton,2013,Rate,20.9
County,Vinton,2014,Number,59
County,Vinton,2014,Rate,19.1
County,Vinton,2016,Number,60
County,Vinton,2016,Rate,20.71823
County,Vinton,2015,Number,46
County,Vinton,2015,Rate,15.5
County,Vinton,2017,Number,52
County,Vinton,2017,Rate,17.91868
County,Warren,2001,Number,181
County,Warren,2002,Number,175
County,Warren,2003,Number,200
County,Warren,2004,Number,201
County,Warren,2005,Number,193
County,Warren,2006,Number,180
County,Warren,2008,Number,139
County,Warren,2007,Number,144
County,Warren,2009,Number,127
County,Warren,2010,Number,145
County,Warren,2011,Number,161
County,Warren,2012,Number,196
County,Warren,2012,Rate,3.4
County,Warren,2013,Number,202
County,Warren,2013,Rate,3.5
County,Warren,2014,Number,205
County,Warren,2014,Rate,3.6
County,Warren,2016,Number,315
County,Warren,2016,Rate,5.51345
County,Warren,2015,Number,259
County,Warren,2015,Rate,4.5
County,Warren,2017,Number,353
County,Warren,2017,Rate,6.14768
County,Washington,2001,Number,57
County,Washington,2002,Number,52
County,Washington,2003,Number,52
County,Washington,2004,Number,51
County,Washington,2005,Number,62
County,Washington,2006,Number,50
County,Washington,2008,Number,66
County,Washington,2007,Number,50
County,Washington,2009,Number,87
County,Washington,2010,Number,76
County,Washington,2011,Number,66
County,Washington,2012,Number,59
County,Washington,2012,Rate,4.7
County,Washington,2013,Number,68
County,Washington,2013,Rate,5.5
County,Washington,2014,Number,68
County,Washington,2014,Rate,5.5
County,Washington,2016,Number,112
County,Washington,2016,Rate,9.32867
County,Washington,2015,Number,84
County,Washington,2015,Rate,6.9
County,Washington,2017,Number,116
County,Washington,2017,Rate,9.68766
County,Wayne,2001,Number,203
County,Wayne,2002,Number,224
County,Wayne,2003,Number,244
County,Wayne,2004,Number,253
County,Wayne,2005,Number,264
County,Wayne,2006,Number,215
County,Wayne,2008,Number,221
County,Wayne,2007,Number,219
County,Wayne,2009,Number,217
County,Wayne,2010,Number,180
County,Wayne,2011,Number,194
County,Wayne,2012,Number,239
County,Wayne,2012,Rate,8.4
County,Wayne,2013,Number,251
County,Wayne,2013,Rate,8.8
County,Wayne,2014,Number,230
County,Wayne,2014,Rate,8.1
County,Wayne,2016,Number,216
County,Wayne,2016,Rate,7.59253
County,Wayne,2015,Number,214
County,Wayne,2015,Rate,7.5
County,Wayne,2017,Number,198
County,Wayne,2017,Rate,6.9797
County,Williams,2001,Number,51
County,Williams,2002,Number,53
County,Williams,2003,Number,48
County,Williams,2004,Number,56
County,Williams,2005,Number,61
County,Williams,2006,Number,81
County,Williams,2008,Number,60
County,Williams,2007,Number,55
County,Williams,2009,Number,70
County,Williams,2010,Number,82
County,Williams,2011,Number,78
County,Williams,2012,Number,71
County,Williams,2012,Rate,8.2
County,Williams,2013,Number,78
County,Williams,2013,Rate,9
County,Williams,2014,Number,71
County,Williams,2014,Rate,8.3
County,Williams,2016,Number,68
County,Williams,2016,Rate,8.04734
County,Williams,2015,Number,105
County,Williams,2015,Rate,12.3
County,Williams,2017,Number,56
County,Williams,2017,Rate,6.65004
County,Wood,2001,Number,74
County,Wood,2002,Number,98
County,Wood,2003,Number,91
County,Wood,2004,Number,91
County,Wood,2005,Number,103
County,Wood,2006,Number,86
County,Wood,2008,Number,81
County,Wood,2007,Number,80
County,Wood,2009,Number,67
County,Wood,2010,Number,74
County,Wood,2011,Number,67
County,Wood,2012,Number,66
County,Wood,2012,Rate,2.5
County,Wood,2013,Number,81
County,Wood,2013,Rate,3
County,Wood,2014,Number,62
County,Wood,2014,Rate,2.3
County,Wood,2016,Number,63
County,Wood,2016,Rate,2.36238
County,Wood,2015,Number,74
County,Wood,2015,Rate,2.8
County,Wood,2017,Number,88
County,Wood,2017,Rate,3.32766
County,Wyandot,2001,Number,37
County,Wyandot,2002,Number,34
County,Wyandot,2003,Number,39
County,Wyandot,2004,Number,27
County,Wyandot,2005,Number,20
County,Wyandot,2006,Number,26
County,Wyandot,2008,Number,15
County,Wyandot,2007,Number,15
County,Wyandot,2009,Number,14
County,Wyandot,2010,Number,25
County,Wyandot,2011,Number,30
County,Wyandot,2012,Number,22
County,Wyandot,2012,Rate,4.1
County,Wyandot,2013,Number,12
County,Wyandot,2013,Rate,2.3
County,Wyandot,2014,Number,12
County,Wyandot,2014,Rate,2.3
County,Wyandot,2016,Number,7
County,Wyandot,2016,Rate,1.38367
County,Wyandot,2015,Number,9
County,Wyandot,2015,Rate,1.7
County,Wyandot,2017,Number,21
County,Wyandot,2017,Rate,4.2
