,County,2008 Death Rate,2009 Death Rate,2010 Death Rate,2011 Death Rate,2012 Death Rate,2013 Death Rate,2014 Death Rate,2015 Death Rate,2016 Death Rate,2017 Death Rate,Total Death Rate
40,Jefferson,7.143979768249297,4.295963226554781,7.1776173181550655,24.631255614477382,11.674571324334185,17.608733932030287,22.10661282478299,50.392020275377575,38.855844815733626,85.89641194110821,269.7830110408034
41,Knox,18.227613176907273,28.037537314663634,26.19000851175277,40.8023371578724,18.109976950938428,32.9017717604093,27.901327774951174,39.39851598923107,31.233561283534982,58.764956497608594,321.5676064178696
42,Lake,16.093673881272185,21.308609547996557,42.17556339161098,46.970000086981486,49.240691112708895,43.06501076625269,50.944431381769725,59.240931999250776,126.05225280237275,114.28968741987772,569.3808523900938
43,Lawrence,25.542784163473822,30.31898766495923,33.64144626179453,80.1166498421702,37.01379166063181,40.42233253027633,27.62520718905392,124.75172764728092,108.67954354591711,162.65830138259557,670.7707718881534
44,Licking,13.421508577564117,12.100458002335388,16.795330898010352,13.760178044738527,11.93545306979853,24.34664877286952,23.036711066481587,22.297198181018043,15.713936515696476,50.15912550159126,203.5665486301038
45,Logan,19.51642632549062,19.54185213331886,15.300880893571444,0.0,24.224272721266708,35.25160835463118,21.99300622402076,46.39858594785683,77.48334108166745,99.28295642581357,358.9929301076374
46,Lorain,8.338503205320633,7.976257340649333,8.95638241762616,9.2771754976542,32.820907249442214,44.89812088158781,47.319700440007495,50.4436750510169,125.57487197886428,120.1595198815292,455.7651139436982
47,Lucas,19.148068635688844,19.65644155145808,23.3332578211721,17.073315091444673,39.38874169000602,35.55975645008098,71.59761678929581,70.61837231575183,91.0852085943749,91.20720745810387,478.66798639737715
48,Madison,20.851191993142272,13.839872673171406,57.55859464935305,4.63907960660605,39.55144013773207,43.95706089209698,36.40252087457056,38.5531239369543,83.0373206624533,102.18911799436823,440.57932342044825
49,Mahoning,29.804778699518156,22.911893355550927,40.26997663502397,50.562933998516826,46.25366528471465,43.96523758302173,50.58342406913639,66.01542948861774,99.49211231747108,137.51327264182146,587.372724073393
50,Marion,13.464991023339318,22.55740860489947,40.62899706568354,39.04842004085066,66.3980563478051,69.74769529354683,88.16733552231545,85.65441502623167,93.36639422046714,138.53187002632106,657.5655831714602
51,Medina,12.329008395467621,10.484134010530731,8.695198511382015,18.445079774970026,19.58491500722914,16.61043937476015,23.319701735327072,40.311591569767444,70.66019230877939,54.38103727623885,274.8212979644524
52,Meigs,0.0,0.0,12.641159615708748,46.519495897826275,0.0,42.65847623922873,47.24680010308393,25.876568766981496,99.23631186089658,47.66031195840555,321.8391244421313
53,Mercer,0.0,9.790723289683024,7.355465110577159,17.19648209109222,0.0,12.313147979412417,27.013089069521868,17.19648209109222,12.281994595922377,29.35923470261542,132.50661892991673
54,Miami,38.07478277848286,20.482609289350993,20.491203419103655,3.894308468173764,13.604384498775605,17.446255839649524,45.289855072463766,22.12538358681327,78.55760571746086,111.29925229733071,371.26564096760507
55,Monroe,0.0,0.0,0.0,0.0,13.780748294632398,0.0,27.839643652561247,0.0,0.0,0.0,41.620391947193646
56,Montgomery,33.664147125342225,26.153851901945472,20.352376186599546,26.57111046658496,28.642674214853756,39.72172309836935,79.13652836884765,108.79119431274269,168.42461822185004,282.1978319681229,813.6560558652586
57,Morgan,0.0,0.0,0.0,13.29168605037549,0.0,33.545790003354576,0.0,0.0,33.87074922097277,0.0,80.70822527470284
58,Morrow,8.601657252630673,28.647549202165752,25.868759161852203,17.238407171177386,8.613017139904109,48.791688192411456,51.52278452026563,20.028612303290412,40.052640613377584,77.15608390009716,326.5211994571724
59,Muskingum,18.631949134778864,9.326291982886255,2.319781940497593,0.0,16.319298736420013,14.017054082467002,4.65880105754784,10.450655488335908,5.818757346181149,37.14494654610036,118.68753631521497
60,Noble,20.47362314884324,20.479213598197827,0.0,0.0,0.0,0.0,0.0,69.1754288876591,20.771307900020773,20.824656393169512,151.72422992789046
61,Ottawa,0.0,19.278037495782932,0.0,0.0,7.274490785645004,24.37122246051862,22.003276043322007,39.256096962559496,79.02210149401161,31.974813685220255,223.18003892705994
62,Paulding,0.0,25.433643623785542,20.44780697270218,0.0,0.0,0.0,52.698145025295105,0.0,0.0,47.75802600159194,146.33762162337476
63,Perry,16.59751037344398,8.33425936215135,8.32408435072142,33.12446517790598,16.67500416875104,0.0,22.273575187237242,22.24817843039101,24.98681251561676,36.08705307572729,188.65094264194607
64,Pickaway,9.02918231724935,28.921063572112864,28.708305671684638,50.05720823798627,37.34860476283636,30.17126630579466,17.63886194062759,33.34795963141729,15.644011819920042,46.68856994639461,297.55503420602366
65,Pike,31.29019921426833,41.84246312632937,10.438050172227827,41.95364122644477,17.546322290847836,49.29924642580463,45.92503621012471,70.80899274207823,35.414527038991395,130.8807923593916,475.3992708065087
66,Portage,5.618538680517405,5.582226191805292,13.012039234396397,6.1782168430547575,11.15587232723892,20.435461098313144,38.837106080781176,53.001355848637985,78.31674498341165,61.00679701991041,293.1443583080671
67,Preble,25.768365817091457,7.071468979822742,16.597903921847585,0.0,9.567089213106911,19.20076803072123,50.62314683123207,84.8155866815296,133.8036735190366,187.2568093385214,534.7048123329096
68,Putnam,8.656759486365605,0.0,11.602610587382161,0.0,8.774238834781084,17.59530791788856,29.256019425996897,32.34247743377143,26.45813734713076,5.903536218194699,140.5890872515112
69,Richland,11.099835088164404,21.546908417658887,25.772988297452503,25.98879233330626,17.940876656472987,37.61150585022445,50.83425572910261,60.83475144071489,152.68183581338153,116.09682475184303,520.4085743783215
70,Ross,28.323141293852593,64.21617733939534,51.224259809445755,60.59902783687258,41.367720250791805,44.01066611437595,98.6014167466722,133.64820677842945,146.92497724613185,108.6492569166893,777.5648503326569
71,Sandusky,16.344142259414227,4.9148904798571404,4.927483862490351,4.950821836424846,8.27075131504946,14.990006662225184,45.13314277117497,52.14115114205941,75.9096506469189,84.46659346228566,312.0486344379002
72,Scioto,42.965640124853095,36.5972160876314,32.704402515723274,35.341933203746244,20.355198208742557,29.4482926392072,45.289855072463766,48.17394700865829,81.3221406086044,131.70198474891018,503.90061021854035
73,Seneca,0.0,15.818057191064556,0.0,28.31607822316609,14.264317809000785,41.20903732105423,46.62757124154876,21.594774064676347,27.096844120888054,70.59717973317886,265.5238597045777
74,Shelby,20.22081125894771,16.148566814695197,14.195039847504715,24.383305563457554,10.181433138528579,20.35747730141281,30.65353333060857,42.886025282333,92.35315847801995,135.35962591521564,406.73897693072377
75,Stark,6.628820520707109,4.518752824220515,19.714092379171262,22.69874756322269,22.141422332958975,25.86494233717752,39.941525606512066,45.10046194615165,73.8900430489816,70.86449313097584,331.36330169007925
76,Summit,9.022013713460844,14.756472096433544,18.462174696481846,14.409940642129126,28.480755146879325,24.372185428018042,54.04956695782105,75.93252905204427,156.55244136685457,110.30471446414451,506.34279356426714
77,Trumbull,27.80513782394164,27.92370675375077,41.46213601486918,44.06045861190398,22.68536842003649,34.89860017837062,59.51974396752759,111.63788015894875,149.7265754755802,172.67192334564328,692.3915307505727
78,Tuscarawas,5.397586199451605,5.400501166508252,8.644163028914726,28.1135788585887,10.820988389079458,12.96092281770462,7.558334143154849,21.581258834827835,36.76271827863978,67.17444770685938,204.41449942372924
79,Union,5.899008966493629,19.30576470133982,57.263929450838916,0.0,5.690008345345573,18.74976562792965,29.820703023073772,23.96136690382276,28.851702250432773,58.1590031899332,247.70125245921008
80,Van Wert,0.0,13.865298623869112,31.400460540087924,55.9264567094271,13.977217136068207,45.886131799089334,38.85827327963827,10.604828732015978,74.55797770361428,81.5111457631924,366.58779028700263
81,Vinton,22.301516503122212,29.686804215526198,0.0,22.426553038797937,37.81862188941835,15.034202811395925,37.85011355034065,30.576364470264487,38.399508486291374,15.276504735716468,249.3701897008736
82,Warren,15.816717791411044,19.41002977782617,25.29676857204426,14.857944124843875,17.951255437159098,19.62601039722132,33.00897120532484,45.589648468053724,70.20611455518466,102.23608671717304,363.999547046242
83,Washington,0.0,6.454944487477407,8.10307106393323,8.118464635968046,9.76816879395676,11.41291942478886,47.44919663601557,31.17206982543641,67.72941273643347,51.30921248634513,241.5174600903549
84,Wayne,16.577960038391065,6.108842112612141,3.4967785927214554,17.448961786773687,14.785694405789036,1.7348762165819467,19.00221116639027,55.14626685623196,79.88180928003298,36.195039556007515,250.3784400115321
85,Williams,15.667023526646997,7.905138339920949,26.661689817900662,0.0,2.665529374133703,32.069269622384354,13.445920507717958,5.40584371705814,56.87819939871618,19.030013049151805,179.72862735363077
86,Wood,7.184194771502694,21.533848018885983,11.115786799209191,4.720580946161775,6.230384025295359,6.205783790492739,32.50019345353246,50.31621807823011,40.09128477147968,34.4848726358704,214.3831472906604
87,Wyandot,0.0,13.248542660307367,0.0,0.0,8.873901854645487,0.0,0.0,18.053800324968403,68.05190091643227,31.776294884016526,140.00444064037006
